"chromosome"	"transcript_start"	"transcript_end"	"name"
1	20480000	20482782	LOC_Os01g36820
1	20486362	20488635	LOC_Os01g36830
1	20489154	20501766	LOC_Os01g36840
1	20535086	20538945	LOC_Os01g36870
1	20539591	20540440	LOC_Os01g36880
1	20581615	20589583	LOC_Os01g36930
1	20595192	20598852	LOC_Os01g36940
1	20599314	20602261	LOC_Os01g36950
1	20628647	20631891	LOC_Os01g36970
1	20634295	20639551	LOC_Os01g36984
1	20640981	20643886	LOC_Os01g37000
1	20651544	20654884	LOC_Os01g37020
1	20656425	20656890	LOC_Os01g37030
1	20665462	20671097	LOC_Os01g37050
1	20700553	20703076	LOC_Os01g37090
1	20705750	20707408	LOC_Os01g37100
1	20714138	20716708	LOC_Os01g37110
1	20717034	20722254	LOC_Os01g37120
1	20738583	20742431	LOC_Os01g37130
1	20766104	20766457	LOC_Os01g37180
1	20783355	20786656	LOC_Os01g37210
1	20791273	20791500	LOC_Os01g37220
1	20805790	20810166	LOC_Os01g37260
1	20816955	20820446	LOC_Os01g37280
1	20830267	20834295	LOC_Os01g37320
1	20866498	20866869	LOC_Os01g37370
1	20935789	20937446	LOC_Os01g37460
1	20938332	20941357	LOC_Os01g37470
1	20942118	20945758	LOC_Os01g37480
1	20950401	20951941	LOC_Os01g37490
1	20952086	20953296	LOC_Os01g37500
1	20953958	20955515	LOC_Os01g37510
1	20957411	20958019	LOC_Os01g37520
1	20960624	20960869	LOC_Os01g37530
1	20987760	20992534	LOC_Os01g37560
1	21038806	21041083	LOC_Os01g37590
1	21041870	21047241	LOC_Os01g37600
1	21056631	21058040	LOC_Os01g37630
1	21062329	21063718	LOC_Os01g37650
1	21068507	21070217	LOC_Os01g37670
1	21071370	21076730	LOC_Os01g37690
1	21078007	21079322	LOC_Os01g37700
1	21109257	21110091	LOC_Os01g37740
1	21114737	21115791	LOC_Os01g37750
1	21118894	21124772	LOC_Os01g37760
1	21124856	21128357	LOC_Os01g37770
1	21134917	21136416	LOC_Os01g37780
1	21138870	21143094	LOC_Os01g37790
1	21143775	21146236	LOC_Os01g37800
1	21150419	21151081	LOC_Os01g37810
1	21151490	21155639	LOC_Os01g37820
1	21159072	21167577	LOC_Os01g37825
1	21167873	21172661	LOC_Os01g37832
1	21175744	21179966	LOC_Os01g37837
1	21181431	21184378	LOC_Os01g37842
1	21184942	21187426	LOC_Os01g37850
1	21195398	21202961	LOC_Os01g37870
1	21230393	21234929	LOC_Os01g37910
1	21241628	21242888	LOC_Os01g37920
1	21261897	21262392	LOC_Os01g37950
1	21265644	21270839	LOC_Os01g37960
1	21273229	21273851	LOC_Os01g37970
1	21275618	21278815	LOC_Os01g37980
1	21282643	21284848	LOC_Os01g37990
1	21286082	21286621	LOC_Os01g38000
1	21306387	21308275	LOC_Os01g38030
1	21334880	21335080	LOC_Os01g38090
1	21337973	21340953	LOC_Os01g38100
1	21342129	21344066	LOC_Os01g38110
1	21348036	21349674	LOC_Os01g38120
1	21349838	21350379	LOC_Os01g38130
1	21381884	21389644	LOC_Os01g38180
1	21392229	21393771	LOC_Os01g38190
1	21399893	21400490	LOC_Os01g38200
1	21414995	21441447	LOC_Os01g38229
1	21447486	21450091	LOC_Os01g38244
1	21487877	21488470	LOC_Os01g38310
1	21525440	21549830	LOC_Os01g38359
1	21555564	21556757	LOC_Os01g38380
1	21557256	21557953	LOC_Os01g38390
1	21603411	21605345	LOC_Os01g38430
1	21609722	21611047	LOC_Os01g38450
1	21623575	21626767	LOC_Os01g38480
1	21627154	21627998	LOC_Os01g38490
1	21628691	21630777	LOC_Os01g38500
1	21632407	21632649	LOC_Os01g38510
1	21633972	21635454	LOC_Os01g38520
1	21637031	21643111	LOC_Os01g38530
1	21661685	21662203	LOC_Os01g38560
1	21663198	21663859	LOC_Os01g38570
1	21665618	21669309	LOC_Os01g38580
1	21671688	21671969	LOC_Os01g38590
1	21675552	21676168	LOC_Os01g38600
1	21687401	21689929	LOC_Os01g38610
1	21698949	21704210	LOC_Os01g38620
1	21710697	21711107	LOC_Os01g38640
1	21713726	21714960	LOC_Os01g38650
1	21715723	21716605	LOC_Os01g38660
1	21719861	21722141	LOC_Os01g38670
1	21724008	21725863	LOC_Os01g38680
1	21730389	21733951	LOC_Os01g38690
1	21736068	21737326	LOC_Os01g38700
1	21737641	21738474	LOC_Os01g38710
1	21742309	21744055	LOC_Os01g38720
1	21755190	21755910	LOC_Os01g38750
1	21756985	21757704	LOC_Os01g38760
1	21759934	21761424	LOC_Os01g38780
1	21788887	21790926	LOC_Os01g38840
1	21795493	21797134	LOC_Os01g38850
1	21804812	21805778	LOC_Os01g38860
1	21808476	21810503	LOC_Os01g38870
1	21814796	21817281	LOC_Os01g38880
1	21821581	21826231	LOC_Os01g38890
1	21837626	21846100	LOC_Os01g38900
1	21847494	21848084	LOC_Os01g38910
1	21876125	21876591	LOC_Os01g38940
1	21878988	21884037	LOC_Os01g38950
1	21886899	21887840	LOC_Os01g38960
1	21892788	21897947	LOC_Os01g38970
1	21900045	21903309	LOC_Os01g38980
1	21917966	21921710	LOC_Os01g38990
1	21922009	21927946	LOC_Os01g39000
1	21933264	21936072	LOC_Os01g39010
1	21938865	21941839	LOC_Os01g39020
1	21942244	21942708	LOC_Os01g39030
1	21944097	21945426	LOC_Os01g39040
1	21955893	21963353	LOC_Os01g39060
1	21965383	21966047	LOC_Os01g39070
1	21967984	21968571	LOC_Os01g39080
1	21971220	21971465	LOC_Os01g39090
1	21973687	21980482	LOC_Os01g39100
1	21992872	21997045	LOC_Os01g39110
1	22004910	22005367	LOC_Os01g39120
1	22021847	22027269	LOC_Os01g39134
1	22036830	22037585	LOC_Os01g39150
1	22039590	22040105	LOC_Os01g39160
1	22040631	22041226	LOC_Os01g39170
1	22042930	22045314	LOC_Os01g39180
1	22061082	22061411	LOC_Os01g39210
1	22064321	22064740	LOC_Os01g39220
1	22067798	22068241	LOC_Os01g39230
1	22074383	22079861	LOC_Os01g39250
1	22082256	22088383	LOC_Os01g39260
1	22088204	22091020	LOC_Os01g39270
1	22091548	22091889	LOC_Os01g39280
1	22098320	22099659	LOC_Os01g39290
1	22120317	22128727	LOC_Os01g39310
1	22138043	22142486	LOC_Os01g39330
1	22144756	22145079	LOC_Os01g39340
1	22146536	22148748	LOC_Os01g39350
1	22163096	22180429	LOC_Os01g39380
1	22189635	22195896	LOC_Os01g39385
1	22207087	22208133	LOC_Os01g39399
1	22217649	22219230	LOC_Os01g39430
1	22236914	22238067	LOC_Os01g39480
1	22255173	22257759	LOC_Os01g39490
1	22270048	22270547	LOC_Os01g39510
1	22322069	22327371	LOC_Os01g39580
1	22332527	22333242	LOC_Os01g39590
1	22337346	22341545	LOC_Os01g39600
1	22353190	22358405	LOC_Os01g39630
1	22365507	22369394	LOC_Os01g39650
1	22375575	22377560	LOC_Os01g39670
1	22379059	22383049	LOC_Os01g39680
1	22385192	22386611	LOC_Os01g39690
1	22391402	22392742	LOC_Os01g39700
1	22395594	22398038	LOC_Os01g39710
1	22412478	22413206	LOC_Os01g39750
1	22417587	22418036	LOC_Os01g39760
1	22427831	22430870	LOC_Os01g39770
1	22436013	22438392	LOC_Os01g39780
1	22439033	22442003	LOC_Os01g39790
1	22446210	22449819	LOC_Os01g39800
1	22450498	22456233	LOC_Os01g39810
1	22455140	22456347	LOC_Os01g39820
1	22466546	22472589	LOC_Os01g39830
1	22471886	22474413	LOC_Os01g39840
1	22474568	22476504	LOC_Os01g39850
1	22489496	22491483	LOC_Os01g39860
1	22491916	22492317	LOC_Os01g39870
1	22505295	22505558	LOC_Os01g39910
1	22533915	22534451	LOC_Os01g39950
1	22534999	22538743	LOC_Os01g39960
1	22538988	22542228	LOC_Os01g39970
1	22543693	22545461	LOC_Os01g39980
1	22552874	22554531	LOC_Os01g39990
1	22557450	22561727	LOC_Os01g40000
1	22575461	22576837	LOC_Os01g40020
1	22579476	22581814	LOC_Os01g40030
1	22587503	22589976	LOC_Os01g40040
1	22591350	22596165	LOC_Os01g40050
1	22604519	22606808	LOC_Os01g40070
1	22614141	22614771	LOC_Os01g40080
1	22617780	22624147	LOC_Os01g40094
1	22625206	22628058	LOC_Os01g40110
1	22632889	22637560	LOC_Os01g40120
1	22641281	22642512	LOC_Os01g40140
1	22645023	22650145	LOC_Os01g40150
1	22651086	22653720	LOC_Os01g40160
1	22656369	22664571	LOC_Os01g40170
1	22666117	22667013	LOC_Os01g40180
1	22683543	22688044	LOC_Os01g40200
1	22693066	22693713	LOC_Os01g40210
1	22695281	22695666	LOC_Os01g40220
1	22705884	22707470	LOC_Os01g40240
1	22709587	22728525	LOC_Os01g40250
1	22731943	22733240	LOC_Os01g40260
1	22742519	22747184	LOC_Os01g40280
1	22747336	22748143	LOC_Os01g40290
1	22754488	22755471	LOC_Os01g40310
1	22756079	22758879	LOC_Os01g40320
1	22767811	22772679	LOC_Os01g40330
1	22776946	22782787	LOC_Os01g40340
1	22782914	22783516	LOC_Os01g40350
1	22785626	22787966	LOC_Os01g40360
1	22791112	22793723	LOC_Os01g40370
1	22797625	22798966	LOC_Os01g40380
1	22803686	22808204	LOC_Os01g40390
1	22808698	22810686	LOC_Os01g40400
1	22815073	22817909	LOC_Os01g40410
1	22820220	22823182	LOC_Os01g40420
1	22824809	22827116	LOC_Os01g40430
1	22835778	22840127	LOC_Os01g40450
1	22855458	22859753	LOC_Os01g40470
1	22868546	22872149	LOC_Os01g40480
1	22879904	22895941	LOC_Os01g40499
1	22896081	22896821	LOC_Os01g40520
1	22897481	22898843	LOC_Os01g40530
1	22899829	22900317	LOC_Os01g40540
1	22900967	22902320	LOC_Os01g40550
1	22906443	22907811	LOC_Os01g40560
1	22908180	22910687	LOC_Os01g40570
1	22914582	22916173	LOC_Os01g40580
1	22918453	22923870	LOC_Os01g40590
1	22929243	22930118	LOC_Os01g40600
1	22931927	22937272	LOC_Os01g40610
1	22948164	22952187	LOC_Os01g40620
1	22954908	22959225	LOC_Os01g40630
1	22979942	22983176	LOC_Os01g40640
1	22983392	22985788	LOC_Os01g40650
1	22986748	22987781	LOC_Os01g40660
1	22988229	22992468	LOC_Os01g40670
1	22992552	22994171	LOC_Os01g40680
1	22996030	22998507	LOC_Os01g40690
1	22999991	23002458	LOC_Os01g40700
1	23003671	23005010	LOC_Os01g40710
1	23005753	23008941	LOC_Os01g40720
1	23013424	23013939	LOC_Os01g40730
1	23015507	23017118	LOC_Os01g40740
1	23023042	23026116	LOC_Os01g40750
1	23030252	23031000	LOC_Os01g40760
1	23073579	23079781	LOC_Os01g40820
1	23090754	23095383	LOC_Os01g40840
1	23097256	23106303	LOC_Os01g40860
1	23113645	23119715	LOC_Os01g40870
1	23123786	23123998	LOC_Os01g40880
1	23145188	23147620	LOC_Os01g40920
1	23153160	23156321	LOC_Os01g40930
1	23162339	23163494	LOC_Os01g40940
1	23167606	23168325	LOC_Os01g40950
1	23171263	23171886	LOC_Os01g40960
1	23173640	23174380	LOC_Os01g40970
1	23189362	23213721	LOC_Os01g40990
1	23214622	23215297	LOC_Os01g41000
1	23224233	23226650	LOC_Os01g41010
1	23227872	23232376	LOC_Os01g41020
1	23234635	23237672	LOC_Os01g41030
1	23240045	23241815	LOC_Os01g41040
1	23247278	23250623	LOC_Os01g41050
1	23280032	23280870	LOC_Os01g41110
1	23291659	23292667	LOC_Os01g41140
1	23300866	23302958	LOC_Os01g41160
1	23311171	23312581	LOC_Os01g41170
1	23313211	23313928	LOC_Os01g41180
1	23316216	23322915	LOC_Os01g41190
1	23324465	23325296	LOC_Os01g41200
1	23333006	23337594	LOC_Os01g41220
1	23338856	23339283	LOC_Os01g41230
1	23343306	23345461	LOC_Os01g41240
1	23347750	23349394	LOC_Os01g41250
1	23351846	23353935	LOC_Os01g41260
1	23356994	23360195	LOC_Os01g41270
1	23360626	23362332	LOC_Os01g41280
1	23363772	23365998	LOC_Os01g41290
1	23367464	23368423	LOC_Os01g41300
1	23376598	23378594	LOC_Os01g41310
1	23384201	23384691	LOC_Os01g41320
1	23387876	23388428	LOC_Os01g41330
1	23392955	23394611	LOC_Os01g41340
1	23397521	23400741	LOC_Os01g41350
1	23402326	23404122	LOC_Os01g41360
1	23408623	23411173	LOC_Os01g41370
1	23439509	23441397	LOC_Os01g41400
1	23442161	23442475	LOC_Os01g41410
1	23447260	23450935	LOC_Os01g41420
1	23456074	23458037	LOC_Os01g41430
1	23463736	23465185	LOC_Os01g41450
1	23498443	23502377	LOC_Os01g41510
1	23510098	23512343	LOC_Os01g41530
1	23513361	23513934	LOC_Os01g41540
1	23515004	23516896	LOC_Os01g41550
1	23522430	23523556	LOC_Os01g41560
1	23530089	23532731	LOC_Os01g41565
1	23551970	23554252	LOC_Os01g41600
1	23553683	23557654	LOC_Os01g41610
1	23569779	23576544	LOC_Os01g41630
1	23577237	23580555	LOC_Os01g41640
1	23581143	23584760	LOC_Os01g41650
1	23583981	23586159	LOC_Os01g41660
1	23587133	23588878	LOC_Os01g41670
1	23607348	23608583	LOC_Os01g41710
1	23611059	23615257	LOC_Os01g41720
1	23624289	23627032	LOC_Os01g41730
1	23630444	23631237	LOC_Os01g41740
1	23631765	23635375	LOC_Os01g41750
1	23637242	23637568	LOC_Os01g41760
1	23639654	23642880	LOC_Os01g41770
1	23648265	23651499	LOC_Os01g41780
1	23656010	23658316	LOC_Os01g41790
1	23663059	23664444	LOC_Os01g41800
1	23673292	23675869	LOC_Os01g41810
1	23682382	23685393	LOC_Os01g41820
1	23688289	23692031	LOC_Os01g41834
1	23712305	23713236	LOC_Os01g41860
1	23727761	23733080	LOC_Os01g41870
1	23740813	23744995	LOC_Os01g41880
1	23746840	23751713	LOC_Os01g41890
1	23760347	23762500	LOC_Os01g41900
1	23770115	23771515	LOC_Os01g41910
1	23772315	23772683	LOC_Os01g41920
1	23775861	23779747	LOC_Os01g41930
1	23782487	23785775	LOC_Os01g41950
1	23801274	23801986	LOC_Os01g41970
1	23810148	23811557	LOC_Os01g41990
1	23812709	23814712	LOC_Os01g42000
1	23814822	23819289	LOC_Os01g42010
1	23829862	23830602	LOC_Os01g42024
1	23838868	23840959	LOC_Os01g42030
1	23843274	23846881	LOC_Os01g42040
1	23840853	23843547	LOC_Os01g42050
1	23847041	23850326	LOC_Os01g42060
1	23850865	23854484	LOC_Os01g42070
1	23855728	23861840	LOC_Os01g42080
1	23864681	23867313	LOC_Os01g42090
1	23875313	23876214	LOC_Os01g42100
1	23877624	23880246	LOC_Os01g42110
1	23881900	23884206	LOC_Os01g42120
1	23885298	23885725	LOC_Os01g42130
1	23886843	23888222	LOC_Os01g42140
1	23890125	23890711	LOC_Os01g42150
1	23896936	23897459	LOC_Os01g42160
1	23903468	23908372	LOC_Os01g42170
1	23911517	23913299	LOC_Os01g42190
1	23914148	23914895	LOC_Os01g42200
1	23919358	23921129	LOC_Os01g42210
1	23922344	23922862	LOC_Os01g42220
1	23923718	23933451	LOC_Os01g42234
1	23938369	23949895	LOC_Os01g42260
1	23952800	23963455	LOC_Os01g42270
1	23969757	23972311	LOC_Os01g42280
1	23975949	23982081	LOC_Os01g42294
1	24015673	24019941	LOC_Os01g42320
1	24038087	24040195	LOC_Os01g42340
1	24047544	24055918	LOC_Os01g42350
1	24061262	24061558	LOC_Os01g42360
1	24065207	24073621	LOC_Os01g42370
1	24075065	24082181	LOC_Os01g42380
1	24103349	24105829	LOC_Os01g42400
1	24107080	24115143	LOC_Os01g42410
1	24123244	24123990	LOC_Os01g42420
1	24126549	24129627	LOC_Os01g42430
1	24130519	24130791	LOC_Os01g42440
1	24136871	24144338	LOC_Os01g42460
1	24145843	24149003	LOC_Os01g42470
1	24150983	24154101	LOC_Os01g42480
1	24155647	24162572	LOC_Os01g42490
1	24163351	24166211	LOC_Os01g42500
1	24168245	24171441	LOC_Os01g42510
1	24181111	24184171	LOC_Os01g42520
1	24191709	24193093	LOC_Os01g42540
1	24195819	24196265	LOC_Os01g42550
1	24229902	24230153	LOC_Os01g42600
1	24234629	24238989	LOC_Os01g42610
1	24239930	24245230	LOC_Os01g42620
1	24245731	24249379	LOC_Os01g42630
1	24249884	24250737	LOC_Os01g42640
1	24255299	24259958	LOC_Os01g42650
1	24264516	24266499	LOC_Os01g42660
1	24269791	24272402	LOC_Os01g42670
1	24277095	24281049	LOC_Os01g42690
1	24282735	24285310	LOC_Os01g42700
1	24300144	24301233	LOC_Os01g42720
1	24312601	24317553	LOC_Os01g42730
1	24325337	24325666	LOC_Os01g42740
1	24334380	24336158	LOC_Os01g42760
1	24341214	24343585	LOC_Os01g42770
1	24343518	24345173	LOC_Os01g42780
1	24351302	24353345	LOC_Os01g42790
1	24354151	24360484	LOC_Os01g42800
1	24364146	24367721	LOC_Os01g42810
1	24368724	24372204	LOC_Os01g42820
1	24375877	24379929	LOC_Os01g42830
1	24380082	24380597	LOC_Os01g42840
1	24380636	24386687	LOC_Os01g42850
1	24392841	24393423	LOC_Os01g42860
1	24395057	24396820	LOC_Os01g42870
1	24397508	24400705	LOC_Os01g42880
1	24401606	24402040	LOC_Os01g42890
1	24408469	24410460	LOC_Os01g42900
1	24415719	24416848	LOC_Os01g42909
1	24428640	24436429	LOC_Os01g42950
1	24461037	24465044	LOC_Os01g42960
1	24471926	24478431	LOC_Os01g42970
1	24480855	24483757	LOC_Os01g42980
1	24484549	24487831	LOC_Os01g42990
1	24498791	24504856	LOC_Os01g43020
1	24534827	24546695	LOC_Os01g43030
1	24551955	24555579	LOC_Os01g43040
1	24559329	24568663	LOC_Os01g43050
1	24569001	24571535	LOC_Os01g43060
1	24572982	24576293	LOC_Os01g43070
1	24575303	24576859	LOC_Os01g43080
1	24579621	24582077	LOC_Os01g43090
1	24584654	24589423	LOC_Os01g43100
1	24592512	24596220	LOC_Os01g43110
1	24611689	24615486	LOC_Os01g43140
1	24616103	24623185	LOC_Os01g43150
1	24629270	24632332	LOC_Os01g43160
1	24633744	24639276	LOC_Os01g43170
1	24643224	24644218	LOC_Os01g43180
1	24691392	24697071	LOC_Os01g43220
1	24695760	24697913	LOC_Os01g43230
1	24703771	24708911	LOC_Os01g43250
1	24709715	24710394	LOC_Os01g43260
1	24712170	24713612	LOC_Os01g43270
1	24714259	24714801	LOC_Os01g43274
1	24739092	24741088	LOC_Os01g43280
1	24741719	24742228	LOC_Os01g43290
1	24753699	24758859	LOC_Os01g43320
1	24762630	24768257	LOC_Os01g43330
1	24784442	24788249	LOC_Os01g43350
1	24792133	24794372	LOC_Os01g43360
1	24808514	24813403	LOC_Os01g43370
1	24811070	24813010	LOC_Os01g43372
1	24813546	24818485	LOC_Os01g43380
1	24823997	24828163	LOC_Os01g43390
1	24833040	24834140	LOC_Os01g43400
1	24839124	24843618	LOC_Os01g43410
1	24843730	24846915	LOC_Os01g43420
1	24850441	24851298	LOC_Os01g43430
1	24855937	24857421	LOC_Os01g43440
1	24860251	24860875	LOC_Os01g43450
1	24861584	24864291	LOC_Os01g43460
1	24892175	24892762	LOC_Os01g43470
1	24894538	24900026	LOC_Os01g43480
1	24899165	24901813	LOC_Os01g43490
1	24904319	24907759	LOC_Os01g43500
1	24908651	24910102	LOC_Os01g43510
1	24913480	24924014	LOC_Os01g43520
1	24932902	24933568	LOC_Os01g43530
1	24937665	24942905	LOC_Os01g43540
1	24945282	24947296	LOC_Os01g43550
1	24951985	24952773	LOC_Os01g43560
1	24955959	24956276	LOC_Os01g43570
1	24958511	24962850	LOC_Os01g43580
1	24967398	24969047	LOC_Os01g43590
1	24975992	24977411	LOC_Os01g43600
1	24981173	24982666	LOC_Os01g43610
1	24988275	24992769	LOC_Os01g43620
1	24994732	25002855	LOC_Os01g43630
1	25009453	25012236	LOC_Os01g43650
1	25023687	25024904	LOC_Os01g43660
1	25026787	25028075	LOC_Os01g43670
1	25029794	25033246	LOC_Os01g43680
1	25038466	25040160	LOC_Os01g43690
1	25040214	25044050	LOC_Os01g43700
1	25045176	25049414	LOC_Os01g43710
1	25055772	25058195	LOC_Os01g43720
1	25060764	25063609	LOC_Os01g43740
1	25066171	25068299	LOC_Os01g43750
1	25070716	25072705	LOC_Os01g43760
1	25073849	25078549	LOC_Os01g43774
1	25114081	25118368	LOC_Os01g43844
1	25119734	25121927	LOC_Os01g43851
1	25128473	25129967	LOC_Os01g43860
1	25132885	25138147	LOC_Os01g43870
1	25140883	25141119	LOC_Os01g43880
1	25144495	25146560	LOC_Os01g43890
1	25146710	25147447	LOC_Os01g43895
1	25152102	25158379	LOC_Os01g43910
1	25187250	25189517	LOC_Os01g43940
1	25190734	25191844	LOC_Os01g43950
1	25193484	25193827	LOC_Os01g43960
1	25211045	25212302	LOC_Os01g43990
1	25215266	25215508	LOC_Os01g44000
1	25220141	25221142	LOC_Os01g44020
1	25222401	25223994	LOC_Os01g44030
1	25226665	25233778	LOC_Os01g44040
1	25234661	25238165	LOC_Os01g44050
1	25257001	25263981	LOC_Os01g44069
1	25271543	25273512	LOC_Os01g44090
1	25278902	25279796	LOC_Os01g44100
1	25281682	25286614	LOC_Os01g44110
1	25288288	25289160	LOC_Os01g44120
1	25291338	25298072	LOC_Os01g44130
1	25300974	25302943	LOC_Os01g44140
1	25312406	25312792	LOC_Os01g44160
1	25317115	25323500	LOC_Os01g44170
1	25326102	25326705	LOC_Os01g44180
1	25330939	25331259	LOC_Os01g44190
1	25350614	25351550	LOC_Os01g44210
1	25353769	25362199	LOC_Os01g44220
1	25363036	25367161	LOC_Os01g44230
1	25367445	25367900	LOC_Os01g44240
1	25368481	25371011	LOC_Os01g44250
1	25382698	25384678	LOC_Os01g44260
1	25413487	25413963	LOC_Os01g44290
1	25417248	25425723	LOC_Os01g44310
1	25427475	25428332	LOC_Os01g44320
1	25439082	25441079	LOC_Os01g44330
1	25442405	25444195	LOC_Os01g44340
1	25445246	25445869	LOC_Os01g44350
1	25448396	25450648	LOC_Os01g44360
1	25457581	25457862	LOC_Os01g44370
1	25459224	25459544	LOC_Os01g44380
1	25461991	25463691	LOC_Os01g44390
1	25466363	25474257	LOC_Os01g44394
1	25495237	25496324	LOC_Os01g44940
1	25499099	25500967	LOC_Os01g44950
1	25501848	25504409	LOC_Os01g44960
1	25513806	25518242	LOC_Os01g44970
1	25519992	25523268	LOC_Os01g44980
1	25534632	25539975	LOC_Os01g45010
1	25541772	25548916	LOC_Os01g45020
1	25563247	25567006	LOC_Os01g45040
1	25579802	25583765	LOC_Os01g45060
1	25585751	25589162	LOC_Os01g45070
1	25590289	25590737	LOC_Os01g45080
1	25592725	25593920	LOC_Os01g45090
1	25598446	25600373	LOC_Os01g45110
1	25603617	25604054	LOC_Os01g45120
1	25605627	25605881	LOC_Os01g45130
1	25615863	25617353	LOC_Os01g45140
1	25623003	25623776	LOC_Os01g45150
1	25627258	25627872	LOC_Os01g45160
1	25640719	25647224	LOC_Os01g45200
1	25681570	25683076	LOC_Os01g45250
1	25690339	25690806	LOC_Os01g45260
1	25692717	25705090	LOC_Os01g45274
1	25722855	25724624	LOC_Os01g45320
1	25742034	25742462	LOC_Os01g45340
1	25745252	25747963	LOC_Os01g45350
1	25748192	25750466	LOC_Os01g45360
1	25752222	25755783	LOC_Os01g45370
1	25757795	25762187	LOC_Os01g45380
1	25762489	25766525	LOC_Os01g45390
1	25767170	25767634	LOC_Os01g45400
1	25768623	25769096	LOC_Os01g45410
1	25771592	25772050	LOC_Os01g45420
1	25773953	25776179	LOC_Os01g45430
1	25777453	25782419	LOC_Os01g45439
1	25788702	25790988	LOC_Os01g45450
1	25792699	25797614	LOC_Os01g45460
1	25800668	25801243	LOC_Os01g45470
1	25825725	25826636	LOC_Os01g45510
1	25836151	25839983	LOC_Os01g45520
1	25841526	25843517	LOC_Os01g45530
1	25863702	25868361	LOC_Os01g45550
1	25880204	25883718	LOC_Os01g45570
1	25907974	25908231	LOC_Os01g45600
1	25917623	25922978	LOC_Os01g45620
1	25923454	25924153	LOC_Os01g45624
1	25926236	25928209	LOC_Os01g45640
1	25928590	25929726	LOC_Os01g45650
1	25931149	25931730	LOC_Os01g45659
1	25933616	25934887	LOC_Os01g45670
1	25949356	25950201	LOC_Os01g45700
1	25952641	25954080	LOC_Os01g45710
1	25957707	25958698	LOC_Os01g45720
1	25960103	25961195	LOC_Os01g45730
1	25973522	25980440	LOC_Os01g45750
1	25994669	25996948	LOC_Os01g45760
1	26000448	26001231	LOC_Os01g45770
1	26003477	26004172	LOC_Os01g45780
1	26009652	26010584	LOC_Os01g45790
1	26031285	26032307	LOC_Os01g45820
1	26033145	26034930	LOC_Os01g45830
1	26036642	26039158	LOC_Os01g45840
1	26043074	26043529	LOC_Os01g45850
1	26044166	26045843	LOC_Os01g45860
1	26056854	26057137	LOC_Os01g45870
1	26075030	26077134	LOC_Os01g45900
1	26078028	26082198	LOC_Os01g45910
1	26087572	26088335	LOC_Os01g45914
1	26089537	26090115	LOC_Os01g45920
1	26095238	26095586	LOC_Os01g45940
1	26106836	26111222	LOC_Os01g45960
1	26111942	26114190	LOC_Os01g45970
1	26119708	26126165	LOC_Os01g45990
1	26154630	26155779	LOC_Os01g46010
1	26163786	26166472	LOC_Os01g46020
1	26169915	26171566	LOC_Os01g46030
1	26173185	26177230	LOC_Os01g46040
1	26179426	26179776	LOC_Os01g46050
1	26183883	26190195	LOC_Os01g46060
1	26190752	26194517	LOC_Os01g46070
1	26198060	26201710	LOC_Os01g46080
1	26203215	26206916	LOC_Os01g46090
1	26222617	26225124	LOC_Os01g46120
1	26230692	26234914	LOC_Os01g46130
1	26235768	26238284	LOC_Os01g46140
1	26249386	26274184	LOC_Os01g46169
1	26286441	26287910	LOC_Os01g46210
1	26290150	26292389	LOC_Os01g46220
1	26293205	26295001	LOC_Os01g46230
1	26296694	26298607	LOC_Os01g46240
1	26300194	26303065	LOC_Os01g46250
1	26306238	26307238	LOC_Os01g46260
1	26312068	26313114	LOC_Os01g46270
1	26315953	26317359	LOC_Os01g46280
1	26321383	26324810	LOC_Os01g46290
1	26326637	26326907	LOC_Os01g46300
1	26364479	26370314	LOC_Os01g46340
1	26368398	26374101	LOC_Os01g46350
1	26377411	26378161	LOC_Os01g46360
1	26383595	26387194	LOC_Os01g46370
1	26392164	26396348	LOC_Os01g46380
1	26398264	26398674	LOC_Os01g46390
1	26401559	26403496	LOC_Os01g46400
1	26414901	26416182	LOC_Os01g46410
1	26418299	26419315	LOC_Os01g46420
1	26420263	26421981	LOC_Os01g46430
1	26423510	26423740	LOC_Os01g46440
1	26428183	26429269	LOC_Os01g46450
1	26430053	26430584	LOC_Os01g46460
1	26431511	26434327	LOC_Os01g46470
1	26446825	26447025	LOC_Os01g46490
1	26453782	26465956	LOC_Os01g46510
1	26492897	26493737	LOC_Os01g46530
1	26514543	26521761	LOC_Os01g46570
1	26527476	26532567	LOC_Os01g46580
1	26522715	26527305	LOC_Os01g46590
1	26532174	26532425	LOC_Os01g46600
1	26533016	26537191	LOC_Os01g46610
1	26540420	26540773	LOC_Os01g46620
1	26559255	26560103	LOC_Os01g46640
1	26565360	26567249	LOC_Os01g46650
1	26576545	26578000	LOC_Os01g46670
1	26581251	26581466	LOC_Os01g46680
1	26583296	26585903	LOC_Os01g46690
1	26591955	26599634	LOC_Os01g46700
1	26611799	26618704	LOC_Os01g46720
1	26619462	26620234	LOC_Os01g46730
1	26622829	26624411	LOC_Os01g46740
1	26628889	26636949	LOC_Os01g46750
1	26652944	26658313	LOC_Os01g46760
1	26679473	26680317	LOC_Os01g46790
1	26687377	26688416	LOC_Os01g46800
1	26699189	26706158	LOC_Os01g46810
1	26709125	26710724	LOC_Os01g46820
1	26712294	26712527	LOC_Os01g46830
1	26717834	26722446	LOC_Os01g46840
1	26722728	26724919	LOC_Os01g46850
1	26725194	26726953	LOC_Os01g46860
1	26734014	26735516	LOC_Os01g46870
